,Description,num1,div,num2,unit
2988,BACON LAYOUT APLWD SMK 14/18,1,/,15,lb
2989,SAUCE TOMATO FANCY CA,6,/,,#10
2990,SEASONING REGULAR SHAKER PK,12,/,2.5,oz
2991,MIX MUFFIN BASIC COMPLT,6,/,5,lb
2992,CEREAL GOLDEN GRAHAM BWLPK,96,/,1,oz
2993,SOUP BASE CLAM GLUTFR,12,/,1,lb
2994,MIX CAKE DEVILS FOOD COMPLT,6,/,5,lb
2995,CONE WFFL LRG JKT CLS #7180,12,/,15,ct
2996,CHEESE PARM GRT FRSH US/SA ZIP,2,/,5,lb
2997,CHIP CORN REGULAR,8,/,16,oz
2998,ROLL DINNER FRCH PARBK,192,/,1.5,oz
2999,LID PLAS 10/12/145/6-85J/6B12,10,/,100,ct
3000,CAPER SPANISH NONPAREIL,6,/,32,oz
3001,CEREAL CORN FLAKES FRSTD BWLPK,96,/,1,oz
3002,SHRIMP WHT P&D T/ON 21/25 IQF,5,/,2,lb
3003,JUICE APPLE 100% UNSWT CAN,48,/,5.5,oz
3004,BEAN KIDNEY LIGHT RED DRIED,1,/,20,lb
3005,JELLY MINT,6,/,4,lb
3006,JUICE CONC FRZ CRANCKT 10%,3,/,3,l
3007,CEREAL CHEERIO GLUTEN FR,96,/,.688,oz
3008,SAUCE PLUM,1,/,1,gal
3009,LABEL ROLL SHELF LIFE DSSLVE,1,/,500,ct
3010,COOKIE VANILLA WAFER,6,/,13.3,oz
3011,SAUCE STIR-FRY,4,/,.5,gal
3012,MILK WHL,4,/,1,gal
3013,BOX PIZZA CORR NONPRNT BFLT,50,/,16,in
3014,BOX PIZZA CORR CHICAGO STYLE,50,/,7x2,""""
3015,GELATIN CHERRY,12,/,24,oz
3016,CAULIFLOWER FRESH MULTI-COLOR,1,/,6,ct
3017,PORK LOIN CENTER CUT FRSH,6,/,6.5,#av
3018,RICE CONVERTED,1,/,25,lb
3019,SOUP CREAM OF CELERY,12,/,50,oz
3020,POWDER BAKING,4,/,10,lb
3021,VINEGAR WHITE DSTD 5%,6,/,1,gal
3022,SALT PACKET 2 FLUTE .75GM,6,/,1000,ct
3023,CEREAL TOTAL INDIV,70,/,.875,oz
3024,CHICKEN CANNED DLX PULLD/BRTH,6,/,48,oz
3025,APTZR PORK POTSTICKER .9OZ,170,/,0.9,oz
3026,APPLE SLICE YORK IMP WP 6.5LB,6,/,,#10
3027,CAPER SPANISH NONPAREIL,12,/,16,oz
3028,TORTILLA FLOUR 12 IN READY FRY,8,/,12,ct
3029,PINEAPPLE TIDBIT JCE,6,/,,#10
3030,CUP FOAM TALL 20 OZ,20,/,25,ct
3031,BEAN GREAT NORTHERN DRIED,1,/,20,lb
3032,VEGETABLE FRY CARROT PARSNIP,6,/,2.5,lb
3033,TEA LEMON LIFT,6,/,28,ct
3034,WINE COOKING SAUTERNE,4,/,1,gal
3035,PASTA ORECCHIETTE,12,/,1,lb
3036,SHRIMP WHT P&D T/OFF 41/50 IQF,5,/,2,lb
3037,JUICE DRINK MANGO TANGO,8,/,15.2,oz
3038,JELLY GRAPE CONCORD,6,/,,#10
3039,COOKIE FIG NEWTON CAKE,120,/,2,pk
3040,CUP PLAS CLR TALL 8OZ RIGID,20,/,25,ct
3041,BUTTERSCOTCH CHIP,12,/,11,oz
3042,SPINACH CELLO CURLY FRSH,8,/,8,oz
3043,COOKIE ASST DISTINCTIVE,4,/,116,ct
3044,SOAP ANTIBACTERIAL ADV DIGI,6,/,750,ml
3045,JELLY ASST CUP SB CHERRY BB,200,/,.5,oz
3046,FORK PLAS WHT MED WT PP,1,/,1000,ct
3047,ICE CREAM MIX 5% VAN SFT SRV,6,/,64,oz
3048,COOKIE SANDWICH OREO 2.4 OZ,48,/,6,ct
3049,TISSUE TOILET JMBO JR 2PLY WHT,8,/,1000,ft
3050,CEREAL KIX BOWLPAK,96,/,.625,oz
3051,NAPKIN DSPNSR 6.5X9.85 BRWN 2P,24,/,250,ct
3052,CHICKEN CVP LEG QTR JUMBO,1,/,40,lb
3053,BEET RED PLD & COOKED,10,/,1.1,lb
3054,TEA CONSTANT COMMENT,6,/,28,ct
3055,WINE COOKING BURGUNDY,4,/,1,gal
3056,SALT SEASONED,1,/,5,lb
3057,CEREAL CORN POPS BWLPK,96,/,.75,oz
3058,CEREAL SPECIAL K BWLPK,96,/,5/8,oz
3059,MIX CORNBREAD COMPLT,6,/,5.62,lb
3060,RINSE AID JET DRY,4,/,1,gal
3061,CHEESE FONTINA WHL RED WAX USA,1,/,10,#avg
3062,SYRUP PEACH,4,/,750,ml
3063,CHOCOLATE DARK BLOCK 54.5%,1,/,5,kilo
3064,SHELL TACO REGULAR,200,/,,ea
3065,CHEESE ASIAGO SHRD 6MO USA,4,/,2.5,lb
3066,PINEAPPLE TIDBIT JCE FCY,6,/,,#10
3067,RAISIN SEEDLESS SELECT,1,/,10,lb
3068,PEA BLACKEYE,6,/,,#10
3069,DRINK MIX LEMONADE,12,/,24,oz
3070,BAND NAPKIN BURGUNDY 1.5X4.5,4,/,2500,ct
3071,BEAN LIMA BABY DRIED,1,/,20,lb
3072,JUICE CONC FRZ CRAN 10% 4+1,3,/,3,l
3073,CHEESE PARM SHRD USA,2,/,5,lb
3074,SAUERKRAUT SHREDDED FCY,6,/,,#10
3075,CLEANER OVEN & GRL SUMA HI,12,/,32,oz
3076,CRACKER SALTINE,500,/,2,pk
3077,FLOUR H&R SELF-RISING,2,/,25,lb
3078,SANITIZER MACH LIQ ECOSAN,4,/,1,gal
3079,SAUCE SOY PACKET,200,/,.5,oz
3080,TOWEL ROLL HICAPCTY ENMTN RCSD,6,/,700,ft
3081,HAM WHL OFF-BONE LOW SOD FC,2,/,9-11,lb
3082,TOMATO CHERRY ORGANIC,12,/,8,oz
3083,MILK 2% THICKENED HNY,8,/,32,oz
3084,CEREAL GOLDEN GRAHAM BULKPAK,4,/,43.5,oz
3085,MUSHROOM FRESH EXTRA LG 3,1,/,10,lb
3086,ICE CREAM MIX 5% CHOC SFT SRV,6,/,64,oz
3087,CHEESECAKE BAN CRML XANGO FRYD,48,/,4.28,oz
3088,MIX CAKE WHITE COMPLT,6,/,5,lb
3089,LID PLAS CLR PS W/STRAW SLOT,16,/,125,ct
3090,SYRUP PANCAKE & WAFFLE,4,/,1,gal
3091,LID PLAS VENT TRAN FOR 4J4,10,/,100,ct
3092,DETERGENT DISHWASH ACTIVE M20,4,/,3,kg
3093,KETCHUP PACKET FCY,500,/,9,gm
3094,MIX CORNBREAD HONEY COMPLT,6,/,5,lb
3095,DRESSING BALSAMIC VGR ESSNTIAL,6,/,32,oz
3096,CRACKER PREMIUM UNSALTED TOP,500,/,2,pk
3097,SAUCE SOY,4,/,1,gal
3098,PRUNE PITTED HS 140/180 CT,6,/,,#10
3099,FILLING PIE LEMON,6,/,,#10
3100,APPLE SLICE IN WTR 6.5LB,6,/,,#10
3101,FILLING PIE BLUEBERRY,6,/,,#10
3102,CREAM SOUR CULTRD GRD A,1,/,32,lb
3103,CUP PLAS CLR TALL 10OZ RGD,20,/,25,ct
3104,MILK EVAPORATED,6,/,,#10
3105,KETCHUP VOL PK,1,/,3,gal
3106,TOMATO CRUSHED ALL PURP FCY CA,6,/,,#10
3107,CORN STARCH,24,/,1,lb
3108,RELISH SWT GRN,6,/,,#10
3109,LAMB RACK NZ 3531 FRCHD HALAL,24,/,12-14,z
3110,WINE COOKING SHERRY,4,/,1,gal
3111,CREAMER COFFEE NONDAIRY PWD PK,20,/,50,ct
3112,SUGAR GRANULATED XFN,1,/,50,lb
3113,APPLESAUCE FANCY UNSWEETENED,6,/,,#10
3114,BEAN GREAT NORTHERN,6,/,,#10
3115,MUSTARD FRENCH WHL GRAIN TIN,4,/,8.6,lb
3116,CHEESE MASCARPONE TUB USA,12,/,16,oz
3117,FLOUR PASTRY UNBLCH GLDN SHLD,1,/,50,lb
3118,SOUP BASE VEG ULTM GF,6,/,1,lb
3119,CUP FOAM TALL 24 OZ,20,/,25,ct
3120,BEAN NAVY PEA US#1 DRIED,1,/,20,lb
3121,PEAR SLICED CHOICE IN JUICE,6,/,,#10
3122,PEA GREEN SWEET 4SV FCY,6,/,,#10
3123,BEAN KIDNEY LIGHT RED,6,/,,#10
3124,CRACKER CAFE,300,/,2,pk
3125,YOGURT VARIETY LIGHT ST/V/BB,18,/,6,oz
3126,PAD SCOUR COMM HVY DUTY 6X9,3,/,12,ct
3127,MARMALADE ORANGE,6,/,4,lb
3128,CLEANER FLOOR PROMINENCE HD,2,/,2.5,lt
3129,TEA HOT BAG BLK ENV,10,/,100,ct
3130,ORANGE MANDARIN IN JUICE,6,/,10,#
3131,BEEF STRIP BNLS 0X1 1/4SEL,3,/,10-13,#
3132,BLUEBERRY IQF,2,/,5,lb
3133,LID PLAS F/6/8/12/16 OZ CUP,10,/,100,ct
3134,DOUGH COOKIE MACADM NUT,210,/,1.5,oz
3135,BEAN KIDNEY DARK RED FCY,6,/,,#10
3136,PEAR FRESH,1,/,12,ct
3137,SOAP ANTIBACTERIAL ADV SYNC,4,/,1250,ml
3138,CHIP TORTILLA NACHO CHS,24,/,2.875,z
3139,TOPPING CARAMEL,6,/,,#10
3140,SPOON SOUP WHT PP MED WT,1,/,1000,ct
3141,SHERBET ORANGE CUP,1,/,48,pk
3142,DRINK ENERGY BLUE,24,/,12,oz
3143,MUSHROOM SHIITAKE #2 FRSH,1,/,3,lb
3144,SAUSAGE CHORIZO PORK RAW BULK,4,/,5,lb
3145,SUGAR SUPERFINE,6,/,12,oz
3146,APPLE MCINTOSH US #1 FRSH,1,/,40,lb
3147,TONG PLAS LG BLACK,1,/,48,ct
3148,WATER SPARKLING LEMON CAN,24,/,12,oz
3149,BEEF STEAK PHILLY SIR BULK,2,/,5,lb
3150,SAUCE PICANTE MEDIUM,4,/,138,oz
3151,SAUCE MIX CHEESE,8,/,32,oz
3152,PEANUT BUTTER CREAMY,6,/,5,lb
3153,PORK BUTT BNLS RAW,6,/,8,#avg
3154,LID FOIL BOARD ROUND 527 PAN,500,/,7,in
3155,SOUP CHICKEN NOODLE EZO,24,/,7.25,oz
3156,TEA BAG ICED 1 OZ,4,/,24,ct
3157,LID PLAS FOR 5-8 OZ CNTR,8,/,125,ct
3158,SAUCE HONEY GRLC STINGIN HOT,2,/,1,gal
3159,WRAP PAPER PATTY MEAT 5.5X5.5,1,/,1000,ct
3160,CUP FOAM 8 OZ,40,/,25,ct
3161,BEAN LENTIL DRIED,1,/,20,lb
3162,BAG PLAS T-SHIRT BIODEGRADABLE,1,/,700,ct
3163,RICE PARBOILED ENRICHED CUBE,1,/,25,lb
3164,SALT PKT .6 GM,6,/,1000,ct
3165,GRAIN QUINOA GOLDEN WHT,2,/,5,lb
3166,ICE CREAM TURTLE SUNDAE BAR,1,/,12,ct
3167,DRESSING FRENCH RED LIGHT PKT,100,/,1.5,oz
3168,APPLESAUCE NATURAL,72,/,4.5,oz
3169,FILLING PIE CHERRY,1,/,20,lb
3170,BAG SANDWICH WET WAX 6.75X7,6,/,1000,ct
3171,BUTTERMILK BLEND BKNG,9,/,.5,gal
3172,SYRUP CHOCOLATE POUCH,4,/,64,oz
3173,YOGURT STRAWBERRY GREEK,12,/,4,oz
3174,SUGAR CONFECTIONER 10X CANE,24,/,1,lb
3175,CEREAL TRIX BULKPAK,4,/,32,oz
3176,RAVIOLI MUSHROOM JMBORND PRCK,3,/,2.5,lb
3177,TEASPOON PLAS WHT PP MED WT,1,/,1000,ct
3178,COOKIE SANDWICH OREO 2.4 OZ,120,/,6,ct
3179,MIX BISCUIT BTRMLK COMPLT,6,/,5,lb
3180,CHEESE ROMANO PECORINO 1/4 DOP,1,/,13,#avg
3181,SHRIMP WHT P&D T/OFF 31/40 RAW,5,/,2,lb
3182,JUICE GRAPE SPARKLING RED,12,/,25.4,oz
3183,OIL OLIVE EXTRA VIRGIN,1,/,5,gal
3184,SAUCE CHILI FCY,6,/,,#10
3185,CRACKER GRAHAM SUGAR HONEY,200,/,2,pk
3186,CRACKER WHEAT,300,/,2,pk
3187,PUMPKIN SOLID PACK FCY,6,/,,#10
3188,GELATIN ASSORTED CITRUS DIET,18,/,2.75,oz
3189,CHOCOLATE CHIP SEMI SWT 1000CT,1,/,25,lb
3190,TOMATO PASTE FANCY CA,6,/,,#10
3191,SOUP CHICKEN W/RICE EZO,24,/,7.25,oz
3192,JELLY ASSTCUP GRAP APP SBERRY,200,/,.5,oz
3193,JAM BLACKBERRY CUP,200,/,.5,oz
3194,PAD POT N PAN HNDLR XHV 3.5X5,4,/,10,ct
3195,CRACKER SALTINE PREM 2PK,500,/,2,ct
3196,PASTA PENNE RIGATE GLUTEN FREE,8,/,12,oz
3197,PEPPER SWEET BELL MEDLEY HH,1,/,,bushel
3198,WRAP FOIL CUSH-FLD 14X16,2,/,500,ct
3199,CEREAL ASSORTED BASIC INDIV,70,/,.85,oz
3200,VINEGAR WINE RED 5% 50 GRN,4,/,1,gal
3201,ONION DICED 1/4 YEL,1,/,5,lb
3202,ROLL CIABATTA 4X4 MULTIGRAIN,48,/,3.5,oz
3203,POPCORN KIT MEGA POP,24,/,8,oz
3204,JUICE DRINK ORG JUICE,8,/,15.2,oz
3205,JELLY GRAPE,6,/,4,lb
3206,JUICE CONC FRZ ORG GV PAS 5+1,3,/,3,l
3207,SNACK BAR RASP CASHEW CHIA,6,/,12,ct
3208,DETERGENT DISHWASH SUMA RF P6,3,/,10,lb
3209,CLEANER OVEN & GRL SUMA D9,4,/,1,gal
3210,POLISH STNLS ARSL,12,/,17,oz
3211,PLATE PAPER WHT VACATE 6,8,/,125,ct
3212,SYRUP COKE DIET CAF-FREE BIB,1,/,5,gal
3213,TEA HOT BAG HERBAL APPL CINN,6,/,28,ct
3214,HAM PIT BNLS W/A FC,2,/,12,#avg
3215,BANANA FRESH GREEN,1,/,40,lb
3216,CEREAL HOT OAT QUIK BUCKEYE,1,/,50,lb
3217,MIX SEASONING RICE MEXICAN,6,/,11,oz
3218,GRAIN BLEND 5 WAY,6,/,2.5,lb
3219,STUFFING MIX CORNBREAD INSTANT,6,/,28,oz
3220,MIX SPICE PMPKN BAKE,6,/,5,lb
3221,MARGARINE PRINT,30,/,1,lb
3222,DRESSING HONEY MUSTARD PKT,100,/,1.5,oz
3223,PEAR SLI CH IN JCE,6,/,,#10
3224,SUNFLOWER KERNEL OIL RST UNSLT,3,/,2,lb
3225,PEANUT HONEY-RST SLTD,3,/,2,lb
3226,RELISH SWT GRN PACKET,500,/,9,gm
3227,ROLL CINNAMON W/ICING N&A FLV,60,/,2.5,oz
3228,MUSTARD DIJON GLS JAR,6,/,24,oz
3229,CRACKER WAVERLY WFR/ PREM GOLD,400,/,2,pk
3230,SALMON PINK FANCY CAN,6,/,4,lb
3231,FLOUR CAKE PURASNOW BLEACHED,1,/,50,lb
3232,CORN MEAL YELLOW,1,/,25,lb
3233,APPLESAUCE FANCY SWEETENED,6,/,,#10
3234,SAUCE CRANBERRY JELLIED,6,/,,#10
3235,JUICE VEG,12,/,46,oz
3236,TOMATO WHL PLD IN JCE XSTD CA,6,/,,#10
3237,TOMATO DICED IN PUREE,6,/,103,oz
3238,RICE LONG GRAIN WILD BLND,6,/,36,oz
3239,JUICE CRNBRY CKTL,48,/,5.5,oz
3240,SOUP TOMATO IND EZO,24,/,7.25,oz
3241,BOIL CRAB LIQUID PAK,4,/,1,gal
3242,JELLY ASST CUP GRAP APP MIXFRT,200,/,.5,oz
3243,CEREAL CORN FLAKES CTRY BLKPK,4,/,32,oz
3244,CEREAL RICE KRISPIES BWLPK,96,/,5/8,oz
3245,MIX CAKE ANGEL FOOD COMPLT,12,/,16,oz
3246,MIX PANCAKE BTRMLK COMPLT,6,/,5,lb
3247,BUCKET FOOD PAPER PLAIN,100,/,165,oz
3248,VINEGAR CIDER APPLE 5% 50 GRN,4,/,1,gal
3249,CHIP POTATO SIMPLY SEASALT THK,64,/,1.375,z
3250,SOUP BASE VEG ULTM LOW SOD GF,6,/,1,lb
3251,ARTICHOKE HEART QUARTER,6,/,3,kilo
3252,CEREAL FROSTED FLAKES,4,/,40,oz
3253,TRAY PIZZA ALUMINUM ROUND,1,/,16,in
3254,LID PLAS VENT 8/12SJ/5/8/10B20,10,/,100,ct
3255,SOUP CHICKEN NOODLE LO-SODIUM,12,/,50,oz
3256,PINEAPPLE SLI JCE,6,/,,#10
3257,RICE PARBOILED ENRICHED CUBE,1,/,50,lb
3258,COCOA MIX SUPREME,12,/,1.75,lb
3259,SEASONING TACO NO MSG POUCH,6,/,9,oz.
3260,POP TART ASST POUCH,72,/,2,ct
3261,SPRINKLE RAINBOW 6 COLR,4,/,6,lb
3262,BOWL PLAS PLA SAL WITH LID,150,/,18,oz
3263,BEEF RIBEYE LIPON CH BNLS,3,/,11-15,#
3264,BEEF TENDER PSMO CHOICE,6,/,5,#up
3265,HAM SMOKED FLAT H&W FC,2,/,9-11,lb
3266,CAKE GERMAN CHOC LAYR UNCUT,4,/,9,""" rnd"
3267,BEAN PINTO FCY,6,/,,#10
3268,PASTA LASAGNA RIDGED 10,12,/,1,lb
3269,WRAP FOIL CSH-FLD CHSBGR 11X14,5,/,500,ct
3270,CUP PLAS CLR SQUAT 9 OZ RIGID,20,/,25,ct
3271,TOMATO PUREE 1.06 FANCY CA,6,/,,#10
3272,CEREAL LIFE,4,/,2.5,lb
3273,VINEGAR CIDER APPLE 5% 50 GRN,4,/,1,gal
3274,PRESERVE RASPBERRY,6,/,,#10
3275,POP TART S MORES,72,/,2,ct
3276,CHEESE PARM GRTD FRSH S.AM ZIP,2,/,5,lb
3277,DETERGENT LIQ SUMA NOVAL6,4,/,3.78,lt
3278,SYRUP COKE CLASSIC 5X1 BIB,1,/,5,gal
3279,CEREAL RICE KRISPIES,4,/,27,oz
3280,SOUP CHICKEN NOODLE,12,/,50,oz
3281,CRACKER SALTINE KRISPY,500,/,2,pk
3282,CEREAL BRAN FLAKES COMPLETE,4,/,43,oz
3283,KETCHUP PACKET FCY,1000,/,9,gm
3284,EGGPLANT FRESH STRIPED ORGANIC,1,/,20,lb
3285,HASH CORNED BEEF,6,/,,#10
3286,ICE CREAM CONE VAN SNDAE NUTTY,1,/,24,ct
3287,JELLY ASST RDUC 160G/160A/80MF,400,/,11,gm
3288,ICING RTU CHOC FUDGE,2,/,11,lb
3289,JUICE GRAPEFRUIT 100%UNSWT CAN,48,/,5.5,oz
3290,WINE COOKING SHERRY,4,/,1,gal
3291,WINE COOKING BURGUNDY,4,/,1,gal
3292,PRESERVE STRAWBERRY,6,/,,#10
3293,SYRUP PANCAKE & WAFFLE,4,/,1,gal
3294,BOWL FOAM WHT 10 OZ,20,/,50,ct
3295,CEREAL LUCKY CHARMS GLUTN FR,4,/,35,oz
3296,TART SHELL GRAHAM,144,/,3,in
3297,MILK DRY NON-FAT INST,1,/,25,lb
3298,LID PLAS FOR 8 OZ TUMBLER,1000,/,,ea
3299,SEASONING REGULAR SHAKER,6,/,6.75,oz
3300,CLEANER GLASS PWDR BEER LOWSUD,100,/,.5,oz
3301,CRACKER GRAHAM,200,/,2,pk
3302,COOKIE SANDWICH OREO 1.59 OZ,120,/,4,ct
3303,BAG PLAS 18X24 HI-DEN CLR,1,/,250,ct
3304,CANDY REESE PIECES BULK,1,/,25,lb
3305,VEGETABLE BLEND PULSE MELANGE,6,/,2.5,lb
3306,NAPKIN BEV 9X9 2P 1/4WHT,10,/,300,ct
3307,CHEESE PROVOLONE SLI 1 OZ,10,/,1,lb
3308,RINSE AID SOLID APEX,2,/,2.5,lb
3309,WALNUT NUGGET PIECES,3,/,2,lb
3310,RICE LONG GRAIN 4% BRKN,1,/,50,lb
3311,PLATE PLAS CLR 6 RDG DESIGN,10,/,18,ct
3312,APRON BIB DISP WHT POLY 28X46,10,/,100,ct
3313,"SQUASH BUTTERNUT 3/4"" DICED",1,/,10,lb
3314,PEA GREEN SWEET 4SV,6,/,,#10
3315,CEREAL CHEERIO GLUTEN FR,4,/,29,oz
3316,PICKLE SLI B&B OLD FASHION,6,/,,#10
3317,CONE SUGAR #204B HONEY ROLLED,4,/,200,ct
3318,VINEGAR DISTILLED WHITE 5%,4,/,1,gal
3319,SPICE PEPPER PACKET .1 GM,6,/,1000,ct
3320,EGG LIQUID CHOL/FAT FREE FRSH,15,/,2,lb
3321,WINE COOKING MARSALA,4,/,1,gal
3322,PRESERVE STRAWBERRY,6,/,4,lb
3323,JUICE CONC FRZ CRANCKT 25%,3,/,3,l
3324,JUICE CONC FRZ GRAPE 50%,3,/,3,l
3325,DRINK LEMONADE RTD,24,/,16,oz
3326,TART SHELL,72,/,3,""""
3327,CRACKER OYSTER,1,/,10,lb
3328,TRAY PAPER PULP BEIGE TUG,250,/,,12x9x1
3329,CAULIFLOWER FRESH MULTI-COLOR,1,/,6-8,ct
3330,BOWL UTILITY ECHO 45 OZ,500,/,9,""""
3331,BREAD BROWN W/RSN RTS,12,/,1,lb
3332,MILK EVAPORATED,48,/,12,oz
3333,LID PAPER H4165 16 OZ CNTR,20,/,25,ct
3334,KETCHUP PACKET FCY,500,/,11,gm
3335,COCOA MIX NO SUGAR ADDED,6,/,24,ct
3336,LID PLAS FOR 9 OZ BOWL TRAN,1000,/,,ea
3337,SAUCE STEAK,2,/,1,gal
3338,LID PLAS 12/16/20 OZ IP PP HOT,1020,/,,ea
3339,MIX MUFFIN BASIC,6,/,5,lb
3340,MIX MUFFIN CORN COMPLT,6,/,5,lb
3341,HONEY PURE CLOVER GR A JUG,6,/,5,lb
3342,CREAM SOUR CREMA MEXICANA,2,/,5,lb
3343,BOWL PLAS CLEAR 6 OZ,20,/,50,ct
3344,BAG SANDWICH WET WAX 6.75X7,1,/,1000,ct
3345,COCONUT SHRD FCY SWEETENED,1,/,10,lb
3346,COCONUT SNOWFLAKE,1,/,10,lb
3347,BAG ICE POLY 12X18 DRWSTRING,500,/,8,lb
3348,DRESSING ITALIAN LIGHT PACKET,100,/,1.5,oz
3349,BRATWURST CKD BEER CRAFT 4X1,2,/,5,lb
3350,LEMON FRESH CH 140,1,/,5,lb
3351,WALNUT HALF & PIECES,3,/,2,lb
3352,SUGAR CRYSTAL WHITE CANE,1,/,25,lb
3353,FILTER PAPER COFFEE URN 15X5,2,/,252,ct
3354,CRACKER ASST MEDLEY SLEEVES,25,/,4.64,oz
3355,NAPKIN 17X17 DINNER 2PLY BLK,6,/,100,ct
3356,PICKLE SLI DILL HAM SC 1/8 PLS,4,/,1,gal
3357,MILK DRY NON-FAT INST,6,/,5,lb
3358,CEREAL CORN FLAKES,4,/,26,oz
3359,CAKE LEMON CRM LAYR ROUND,4,/,9,""""
3360,CARROT DICED FCY,6,/,,#10
3361,CRACKER VARIETY FAVORITE,500,/,2,pk
3362,COFFEE GRND COL W/F,96,/,2,oz
3363,SHORTENING ALL PURP ALL VEG,12,/,3,lb
3364,JUICE CONC FRZ CITRUSPEACH 25%,3,/,3,l
3365,JUICE CONC FRZ ORG 65% 4+1,3,/,3,l
3366,RINSE AID SUMA REVOFLOW QK DRY,2,/,4,ltr
3367,BEEF TENDER PSMO SELCT USA,6,/,5,#up
3368,LID PLAS FLAT 5-8 OZ DSRT DISH,10,/,50,ct
3369,SANITIZER GLASS PWDR BEER KLEN,100,/,.25,oz
3370,CRACKER RITZ CRSHD,10,/,1,lb
3371,PLACEMAT PAPER HOMESPUN WHT,1,/,1000,ct
3372,PAPER PATTY SQUARE 6 IN,1,/,1000,ct
3373,MIX CORNBREAD SOTHRN STY CMPLT,6,/,5,lb
3374,CANDY GROUND HEATH MED CHUNKS,6,/,5,lb
3375,CEREAL COCOA PUFFS BULKPAK,4,/,35,oz
3376,BEAN RANCH STYLE,6,/,108,oz
3377,CEREAL HOT CREAMY WHEAT FARINA,12,/,28,oz
3378,SYRUP STRAWBERRY 5X1 BIB TEXAS,1,/,5,gal
3379,CIDER APPLE SPARKLING,12,/,25.4,oz
3380,DRINK SMOOTHIE TRIPLE BRY,24,/,11,oz
3381,PEACH SLI JUICE PK,6,/,,#10
3382,POTATO WHITE WHL PLD,1,/,20,lb
3383,ORANGE FRESH CH,1,/,48,ct
3384,PECAN HALF FCY,3,/,2,lb
3385,SUNFLOWER KERNEL OIL RST SALT,3,/,2,lb
3386,"VEGETABLE MIX CAR,CEL,ONI,FRSH",2,/,5,lb
3387,MILK 2% GALLON,4,/,1,gal
3388,TEA HOT BAG HERBAL MINT MEDLY,6,/,28,ct
3389,JUICE GRAPE PET RTU,12,/,15.2,oz
3390,BAG PASTRY DISP CLR POLYTHYL,200,/,12,in
3391,DOUGH COOKIE CARNIVAL,80,/,4,oz
3392,SUGAR GRANULATED XFINE CANE,1,/,50,lb
3393,CLAM CHOPPED CELLO,4,/,5,lb
3394,JUICE ORANGE PURE PRE NO PULP,4,/,128,oz
3395,CONTAINER PLAS BLK MICRO 37 OZ,150,/,8,""""
3396,SWORDFISH KABOB FRSH,1,/,10,#
3397,PASTA LINGUINE 10 IN,2,/,10,lb
3398,PASTA VERMICELLI 10,2,/,10,lb
3399,PIZZA CHEESE THIN SCRTCH READY,12,/,16,in
3400,COOKIE CRUMB HYDROX W/CREAM,1,/,10,lb
3401,LID PLAS DSP TRANS ID STRW SLT,8,/,120,ct
3402,SNACK CHEESE CRUNCHY BKD WHLGR,104,/,.875,oz
3403,CANDY M&M PEANUT 1.74 OZ,1,/,48,ct
3404,BREAD CIABATTA SNDW ARTISN,42,/,4,oz
3405,VEGETABLE BLEND QUINOA KOR BBQ,6,/,2.5,lb
3406,CORN MEAL YELLOW,1,/,25,lb
3407,TEA HOT BAG BLACK VANILLA CHAI,6,/,28,ct
3408,PLACEMAT PAPER WHITE SCAL EDGE,1000,/,,10x14
3409,GARLIC CHOPPED IN WATER NAT,6,/,32,oz
3410,TRAY PAPER 5COMP,240,/,12x6,""""
3411,SAUCE TARTAR PKT,200,/,12,gm
3412,MARGARINE BTR EURO NO SALT ZTF,36,/,1,lb
3413,CONTAINER PAPER KRAFT F/WRAP,1,/,850,ct
3414,NUT MIXED NO PEANUT SLTD XFCY,3,/,2,lb
3415,STRAW PLAS WRPD FLEX 7.75 IN,20,/,500,ct
3416,SORBET RASPBERRY,1,/,3,gal
3417,JUICE APPLE 100% UNSWT BTL,8,/,64,oz
3418,ANCHOVY FILET EASY OPEN TIN OO,12,/,13,oz
3419,OIL SALAD SOYBEAN,6,/,1,gal
3420,RICE DIRTY,8,/,2.5,lb
3421,CHEESE MUENSTER LOAF,6,/,6,lb
3422,CABBAGE NAPA FRSH,1,/,5,#
3423,TOPPING CARAMEL,6,/,,#5
3424,CREAMER HALF & HALF ESL,12,/,32,oz
3425,MIX BROWNIE FUDGE SUGAR FREE,6,/,20,oz
3426,CHICKEN BRST AIRLINE 6 OZ AVG,1,/,20,lb
3427,PASTA NOODLE EGG MED,2,/,5,lb
3428,CREAM WHIPPED REAL ARESOL,12,/,15,oz
3429,MOUSSE MIX CHOCOLATE MILK,10,/,8.75,oz
3430,POTATO RUSSET CHEF,1,/,50,lb
3431,MIX CORNBREAD TRDTNL COMPLT,6,/,5,lb
3432,KNIFE PLAS PS SILVER X-STRNGTH,50,/,12,ct
3433,LID PLAS DOME BLK 12/16 HOTCUP,10,/,100,ct
3434,SYRUP COFFEE HZL NUT,4,/,1,ltr
3435,RICE LONG GRAIN WILD GRDN,6,/,36,oz
3436,CREPE SHELL PLAIN,100,/,.75,z
3437,PLATTER PLASTIC WHITE 18X12,1,/,20,ct
3438,CEREAL FROSTED MINI WHEAT BULK,4,/,56,oz
3439,BUN HAMBURGER MINI YEL SLMR 3,8,/,24,ct
3440,LID PLAS FOR ALADDIN MUG 8 OZ,2000,/,,ea
3441,BEAN PINTO DRIED PREWASH,1,/,50,lb
